BottleName,Price,Description,Link
Jaboulet 'La Petit Chapelle' Hermitage 2013,"

£59.99                        ",Concentrated. Focused. Spicy. One of the very best wines in the Rhône with a fantastic worldwide reputation.,"/wines/jaboulet-chapelle-hermitage-6581,/wines/jaboulet-chapelle-hermitage-6581,/wines/jaboulet-chapelle-hermitage-6581#reviews,/wines/jaboulet-chapelle-hermitage-6581"
"Château Belair 2003, Saint-Émilion Grand Cru","

£69.99                        ","A plush, smooth Saint-Émilion Grand Cru from an exceptional historic estate.","/wines/chateau-belair-st-emilion-2003-61251,/wines/chateau-belair-st-emilion-2003-61251,/wines/chateau-belair-st-emilion-2003-61251"
Domaine Faiveley Nuit St Georges 1er Cru,"

£54.99                        ",Smooth and spicy. This Pinot Noir has been crafted with precision by a historic Burgundy family.,"/wines/domaine-faively-nuit-st-georges-1er-cru-63051,/wines/domaine-faively-nuit-st-georges-1er-cru-63051,/wines/domaine-faively-nuit-st-georges-1er-cru-63051#reviews,/wines/domaine-faively-nuit-st-georges-1er-cru-63051"
J Vineyards Russian River Valley Pinot Noir 2017,"

£22.99                        ","Expect notes of blueberry, raspberry, dark cherry and mushroom. Exquisite with turkey and cranberry sauce.","/wines/j-vineyards-russian-river-pinot-noir-18988,/wines/j-vineyards-russian-river-pinot-noir-18988,/wines/j-vineyards-russian-river-pinot-noir-18988#reviews,/wines/j-vineyards-russian-river-pinot-noir-18988"
G. D. Vajra ‘Albe’ Barolo DOCG 2016/17,"

£44.99                        ","It has aromas of redcurrant, strawberries and cherries and floral hints of rosebud and lavender. Try it with sausage tagliatelle. ","/wines/vajra-barolo-albe-13947,/wines/vajra-barolo-albe-13947,/wines/vajra-barolo-albe-13947"
E. Guigal Côtes du Rhône Magnum 2017,"

£19.99                        ",The Guigal family even make their own barrels to ensure perfection from each vintage. This is full of their signature Syrah blend. Expect notes of red berries and spices. Sublime with cold meats.,"/wines/cotes-du-rhone-guigal-magnum-06163,/wines/cotes-du-rhone-guigal-magnum-06163,/wines/cotes-du-rhone-guigal-magnum-06163"
"Jackson Estate Vintage Widow Pinot Noir 2016, Marlborough","

£14.99                        ",,"/wines/jackson-estate-vintage-widow-37475,/wines/jackson-estate-vintage-widow-37475,/wines/jackson-estate-vintage-widow-37475#reviews,/wines/jackson-estate-vintage-widow-37475"
Yalumba 'Wyndy's Last Stand' Shiraz 2019,"

£11.99                        ","Vibrant, silky and flavourful. This wine embodies everything great about Barossa Shiraz, and then some.","/wines/yalumba-wyndys-shiraz-59222,/wines/yalumba-wyndys-shiraz-59222,/wines/yalumba-wyndys-shiraz-59222#reviews,/wines/yalumba-wyndys-shiraz-59222"
"Vega Sicilia 'Macán', Rioja","

£66.99                        ",An exceptional Tempranillo made by two of the greatest names in wine.,"/wines/mac%C3%A1n-2016-14794,/wines/mac%C3%A1n-2016-14794,/wines/mac%C3%A1n-2016-14794"
"Manos Negras 'Atrevida' Malbec 2019, Uco Valley","

£9.99                        ",A lush Malbec made by one of South America's most knowledgeable winemakers. Dark fruit. Black pepper. ,"/wines/atrevida-malbec-40225,/wines/atrevida-malbec-40225,/wines/atrevida-malbec-40225#reviews,/wines/atrevida-malbec-40225"
Château de Ferrand Saint-Émilion Grand Cru Magnum 2006,"

£49.99                        ","Jammy red fruit notes, supple tannins and gentle hints of spice. Fantastic with a roast dinner.","/wines/ch-de-ferrand-2006-mag-01224,/wines/ch-de-ferrand-2006-mag-01224,/wines/ch-de-ferrand-2006-mag-01224"
"Château Grand Pey Lescours Half Bottle Organic, Saint-Émilion Grand Cru","

£12.99                        ","Velvety notes of black fruits, caramel and sweet spice that are great with hard cheeses.","/wines/ch-grand-pey-lescours-half-61275,/wines/ch-grand-pey-lescours-half-61275,/wines/ch-grand-pey-lescours-half-61275#reviews,/wines/ch-grand-pey-lescours-half-61275"
"Château Lanessan 2007, Bordeaux","

£12.99                        ","Expect sumptuous noes of red fruit, woody vanilla and white pepper. This will go wonderfully with duck.","/wines/chateau-lanessan-2007-61277,/wines/chateau-lanessan-2007-61277,/wines/chateau-lanessan-2007-61277#reviews,/wines/chateau-lanessan-2007-61277"
Parcel Series Margaux 2019,"

£14.99                        ","Expect notes of red fruit, vanilla and toast. Try it with roast leg of lamb.","/wines/parcel-series-margaux-2019-61286,/wines/parcel-series-margaux-2019-61286,/wines/parcel-series-margaux-2019-61286#reviews,/wines/parcel-series-margaux-2019-61286"
San Polo Brunello di Montalcino 2015,"

£54.99                        ","It's rich and cedary, with aromas of violets and red berries and flavours of vanilla and coffee. Try it with roast leg of lamb.","/wines/sanpolo-brunellodi-montalcino-73016,/wines/sanpolo-brunellodi-montalcino-73016,/wines/sanpolo-brunellodi-montalcino-73016"
"Chateau Montelena Estate Cabernet 2016, Napa Valley","

£130.00                        ","It's rich and opulent, with flavours of black plum, blackberry, redcurrant, cinnamon and coffee. Try it with roast lamb. ","/wines/montelena-estate-cab-2016-58006,/wines/montelena-estate-cab-2016-58006,/wines/montelena-estate-cab-2016-58006"
"Darling Cellars 'Cape Maidens' Cinsault-Shiraz 2020, South Africa","

£5.25                        ","Think notes of black fruits, tobacco, dark chocolate and black pepper. It has smooth tannins which are great with chicken in a creamy blue-cheese sauce. ","/wines/cape-maidens-shiraz-20419,/wines/cape-maidens-shiraz-20419,/wines/cape-maidens-shiraz-20419"
"Cap Maritime Pinot Noir 2019, Hemel-en-Aarde","

£34.99                        ","Expect elegant notes of cranberry, wild strawberry, cinnamon and baking spices and elegant tannins that are a treat with turkey.   ","/wines/cap-maritime-pinot-noir-20461,/wines/cap-maritime-pinot-noir-20461,/wines/cap-maritime-pinot-noir-20461"
"Château de Lussac 2008, Lussac-Saint-Émilion","

£9.99                        ","Flavours of bramble fruit, cedar, fresh tobacco and cocoa that are great with a cheese board.","/wines/chateau-de-lussac-2008-01223,/wines/chateau-de-lussac-2008-01223,/wines/chateau-de-lussac-2008-01223#reviews,/wines/chateau-de-lussac-2008-01223"
Marquis de Belleville 2014 Bordeaux Supérieur,"

£5.33                        ","A middleweight claret with a good balance of ripe plum and berry flavours, with plenty of concentration. Tannins are fine-grained and provide a smooth yet ample feel.","/wines/marquis-de-belleville-2014-bordeaux-superieur-01358,/wines/marquis-de-belleville-2014-bordeaux-superieur-01358,/wines/marquis-de-belleville-2014-bordeaux-superieur-01358#reviews,/wines/marquis-de-belleville-2014-bordeaux-superieur-01358"
"Ségla 2012/13, Margaux","

£30.99                        ","Fragrant notes of ripe fruits, violets and cedar with beautiful length and delicate tannins. Great structure, balance and a long finish.","/wines/segla-margaux-02251,/wines/segla-margaux-02251,/wines/segla-margaux-02251#reviews,/wines/segla-margaux-02251"
Châteauneuf-du-Pape 2015 Les Puits Neuf,"

£16.99                        ",This wine is dark ruby with a complex nose of spices and hints of pear. A smooth and lingering finish.,"/wines/chateauneuf-du-pape-2015-les-puits-neuf-06062,/wines/chateauneuf-du-pape-2015-les-puits-neuf-06062,/wines/chateauneuf-du-pape-2015-les-puits-neuf-06062"
Fleurie Lafayette 2019,"

£7.99                        ",From arguably the most famous Beaujolais Cru the 2016 is a stunning wine.  The hot summer has added richness and concentration to he bright flavours of cherry and violet.,"/wines/fleurie-lafayette-07019,/wines/fleurie-lafayette-07019,/wines/fleurie-lafayette-07019#reviews,/wines/fleurie-lafayette-07019"
Gianni Brunelli Brunello di Montalcino DOCG 2015/16,"

£46.99                        ","This is a concentrated and slightly savoury expression of the Sangiovese grape, with flavours of cherry, wild strawberry, forest floor and tobacco. Decant for an hour before serving with a herby steak of cellar until 2040.","/wines/brunello-di-montalcino-2010-gianni-brunelli-13002,/wines/brunello-di-montalcino-2010-gianni-brunelli-13002,/wines/brunello-di-montalcino-2010-gianni-brunelli-13002#reviews,/wines/brunello-di-montalcino-2010-gianni-brunelli-13002"
Muga 'Selección Especial' Rioja Reserva 2015/16,"

£22.99                        ","This is powerful and silky smooth, with intense aromas of ripe red and black berries, coffee, and subtle hints of mint and smoky oak.","/wines/rioja-reserva-seleccin-especial-14297,/wines/rioja-reserva-seleccin-especial-14297,/wines/rioja-reserva-seleccin-especial-14297#reviews,/wines/rioja-reserva-seleccin-especial-14297"
Rioja Reserva 2016 Barón de Ebro,"

£6.99                        ","Aromas of balsamic with outstanding notes of vanilla, chocolate, leather and soft toasted well integrated with ripe fruits and a mineral touch.","/wines/rioja-reserva-2010-baron-de-ebro-97045,/wines/rioja-reserva-2010-baron-de-ebro-97045,/wines/rioja-reserva-2010-baron-de-ebro-97045"
Two Birds One Stone Red,"

£4.99                        ",,"/wines/two-birds-one-stone-red-09058,/wines/two-birds-one-stone-red-09058,/wines/two-birds-one-stone-red-09058"
Marques de Calado Tempranillo 2020 Vino de la Tierra Castilla,"

£4.69                        ","Classic Tempranillo notes of dark cherry and blackcurrant are lifted by a hint of dried flowers and spice. Superbly balanced, fruits of the forest flavours are perfectly complemented by soft tannins.","/wines/marques-de-calado-tempranillo-2017-vino-de-la-tierra-castilla-14434,/wines/marques-de-calado-tempranillo-2017-vino-de-la-tierra-castilla-14434,/wines/marques-de-calado-tempranillo-2017-vino-de-la-tierra-castilla-14434#reviews,/wines/marques-de-calado-tempranillo-2017-vino-de-la-tierra-castilla-14434"
"La Font Reserva 2013/14, Valencia","

£5.49                        ",Red berry aromas and flavours are followed by elegant toast from the oak ageing.  Well balanced and harmonious the finish is long and velvety.,"/wines/la-font-reserva-14572,/wines/la-font-reserva-14572,/wines/la-font-reserva-14572#reviews,/wines/la-font-reserva-14572"
"Penfolds 'Kalimna Bin 28' Shiraz 2018, Australia","

£28.99                        ","This is made from multi-region vineyards, ensuring its ripe, robust character is balanced by freshness. Discover intense aromas of plum and baking spice, with flavours of dark raspberry, chocolate and cola. Partner with seared steak.","/wines/penfolds-bin-28-kalimna-shiraz-19094,/wines/penfolds-bin-28-kalimna-shiraz-19094,/wines/penfolds-bin-28-kalimna-shiraz-19094#reviews,/wines/penfolds-bin-28-kalimna-shiraz-19094"
"Kaiken Seleccion Especial Malbec 2018, Mendoza","

£5.99                        ","From Aurelio Montes, Chile's most decorated winemaker. A heady bouquet of strawberry and blackcurrant meets a decadent slather of vanilla.  ","/wines/kaiken-seleccion-especial-malbec-2016-mendoza-40178,/wines/kaiken-seleccion-especial-malbec-2016-mendoza-40178,/wines/kaiken-seleccion-especial-malbec-2016-mendoza-40178#reviews,/wines/kaiken-seleccion-especial-malbec-2016-mendoza-40178"
"Saint Clair Estate Selection Pinot Noir 2017, Marlborough","

£6.99                        ","Rich garnet core with a purplish rim. Aromas of ripe black cherries and currants, with a lifted raspberry note and a hint of vanilla. Fine tannins, medium palate weight, and good fruit concentration.","/wines/st-clair-est-sel-pinot-no-37292,/wines/st-clair-est-sel-pinot-no-37292,/wines/st-clair-est-sel-pinot-no-37292#reviews,/wines/st-clair-est-sel-pinot-no-37292"
Big Bombora Shiraz 2016,"

£5.09                        ","A medium weight red, with a pleasing balance between ripe fruit and savoury, earthy notes on the nose. The palate is succulent and mouth-filling, with lashings of red berry and brambles.","/wines/big-bombora-shiraz-19126,/wines/big-bombora-shiraz-19126,/wines/big-bombora-shiraz-19126#reviews,/wines/big-bombora-shiraz-19126"
Yalumba Y-Series Cabernet Sauvignon 2015 South Australia,"

£6.59                        ","Supple and approachable on the palate, with a generous texture.","/wines/yalumba-y-series-cabernet-19067,/wines/yalumba-y-series-cabernet-19067,/wines/yalumba-y-series-cabernet-19067#reviews,/wines/yalumba-y-series-cabernet-19067"
Wirra Wirra 'The Good Catch' Shiraz Cabernet Petit Verdot 2018 South Australia,"

£6.49                        ","A brilliant crimson with a purple edge, this is a youthful and vibrant wine offering raspberry, cherry and blackberry fruit, lifted by hints of violet and spicy oak notes.","/wines/wirra-wirra-the-good-catch-shiraz-cabernet-petit-verdot-19056,/wines/wirra-wirra-the-good-catch-shiraz-cabernet-petit-verdot-19056,/wines/wirra-wirra-the-good-catch-shiraz-cabernet-petit-verdot-19056#reviews,/wines/wirra-wirra-the-good-catch-shiraz-cabernet-petit-verdot-19056"
"Boekenhoutskloof 'The Chocolate Block' 2019 Magnum, Western Cape","

£39.99                        ","An earthy, rustic nose gives up aromas of leather, earth and spices over a backdrop of blackcurrant and ripe raspberry fruit. Harmonious and powerful on the palate, with a cocoa and pepper complexity.","/wines/the-chocolate-block-20044,/wines/the-chocolate-block-20044,/wines/the-chocolate-block-20044#reviews,/wines/the-chocolate-block-20044"
"Two Hands 'Lily's Garden' Shiraz 2017/18, McLaren Vale","

£24.99                        ","An intoxicating perfume of hot stones, North African spices, leather and dried fuit leads to a palate of incredible richness, concentration and purity.","/wines/two-hands-lilys-garden-shiraz-19804,/wines/two-hands-lilys-garden-shiraz-19804,/wines/two-hands-lilys-garden-shiraz-19804#reviews,/wines/two-hands-lilys-garden-shiraz-19804"
Two Hands Ares Shiraz 2014,"

£49.00                        ","''Intensely scented of warm black plums, black cherry compote,,, Full bodied, densely packed and generously layered with ripe berry flavors,,,''. 95 points. Lisa Perrotti-Brown Wine Advocate.","/wines/two-hands-ares-shiraz-19044,/wines/two-hands-ares-shiraz-19044,/wines/two-hands-ares-shiraz-19044"
Penfolds Father Tawny,"

£19.99                        ","Big, expressive and rich with a nuttiness in the mouth, it finishes very long and very sweet.''","/wines/penfolds-father-tawny-19187,/wines/penfolds-father-tawny-19187,/wines/penfolds-father-tawny-19187#reviews,/wines/penfolds-father-tawny-19187"
"Birichino 'Saint Georges' Pinot Noir 2018, California","

£21.99                        ",The Saint Georges Pinot Noir is elegant and perfumed. It has notes of violets and raspberry that are balanced by refreshing acidity.,"/wines/birichino-st-george-pinot-n-18972,/wines/birichino-st-george-pinot-n-18972,/wines/birichino-st-george-pinot-n-18972#reviews,/wines/birichino-st-george-pinot-n-18972"
"Vandenberg 'Six Brothers' Pinot Noir 2018, Tasmania","

£33.99                        ",You might think that Australia's too warm for the demanding Pinot Noir grape.,"/wines/vandenberg-six-brothers-pinot-noir-59190,/wines/vandenberg-six-brothers-pinot-noir-59190,/wines/vandenberg-six-brothers-pinot-noir-59190#reviews,/wines/vandenberg-six-brothers-pinot-noir-59190"
